case:concept:name,concept:name,time:timestamp,human_resource,org:resource,outcome_unit,unsuccessful_outcome_unit,lifecycle:transition,concept:instance
Case 103,Turning & Milling - Machine 8,2012-03-11 11:48:00+00:00,ID0997,Machine 8 - Turning & Milling,0,0,complete,i_111
Case 103,Turning & Milling - Machine 8,2012-03-11 11:49:00+00:00,ID0997,Machine 8 - Turning & Milling,25,0,start,i_112
Case 103,Turning & Milling - Machine 8,2012-03-11 16:09:00+00:00,ID0997,Machine 8 - Turning & Milling,25,0,complete,i_112
Case 103,Turning & Milling - Machine 8,2012-03-11 16:35:00+00:00,ID4219,Machine 8 - Turning & Milling,5,0,start,i_113
Case 103,Turning & Milling - Machine 8,2012-03-11 18:35:00+00:00,ID4219,Machine 8 - Turning & Milling,5,0,complete,i_113
Case 103,Turning & Milling Q.C.,2012-03-12 08:27:00+00:00,ID4618,Quality Check 1,50,2,start,i_114
Case 103,Turning & Milling Q.C.,2012-03-12 08:28:00+00:00,ID4618,Quality Check 1,50,2,complete,i_114
Case 103,Laser Marking - Machine 7,2012-03-13 09:54:00+00:00,ID4355,Machine 7- Laser Marking,50,0,start,i_115
Case 103,Laser Marking - Machine 7,2012-03-13 10:46:00+00:00,ID4355,Machine 7- Laser Marking,50,0,complete,i_115
Case 103,Flat Grinding - Machine 11,2012-03-13 13:27:00+00:00,ID0998,Machine 11 - Grinding,50,0,start,i_116
Case 103,Flat Grinding - Machine 11,2012-03-13 14:04:00+00:00,ID0998,Machine 11 - Grinding,50,0,complete,i_116
Case 103,Final Inspection Q.C.,2012-03-13 14:07:00+00:00,ID4618,Quality Check 1,0,0,start,i_117
Case 103,Final Inspection Q.C.,2012-03-13 17:57:00+00:00,ID4618,Quality Check 1,0,0,complete,i_117
Case 103,Final Inspection Q.C.,2012-03-14 06:58:00+00:00,ID4618,Quality Check 1,0,0,start,i_118
Case 103,Final Inspection Q.C.,2012-03-14 10:35:00+00:00,ID4618,Quality Check 1,0,0,complete,i_118
Case 103,Final Inspection Q.C.,2012-03-14 12:03:00+00:00,ID4618,Quality Check 1,50,0,start,i_119
Case 103,Final Inspection Q.C.,2012-03-14 12:04:00+00:00,ID4618,Quality Check 1,50,0,complete,i_119
Case 103,Packing,2012-03-15 00:00:00+00:00,ID4820,Packing,50,0,start,i_120
Case 103,Packing,2012-03-15 01:00:00+00:00,ID4820,Packing,50,0,complete,i_120
Case 104,Turning & Milling - Machine 5,2012-03-19 20:43:00+00:00,ID4529,Machine 5 - Turning & Milling,1,0,start,i_121
Case 104,Turning & Milling - Machine 5,2012-03-20 02:26:00+00:00,ID4529,Machine 5 - Turning & Milling,1,0,complete,i_121
Case 104,Turning & Milling - Machine 5,2012-03-20 02:27:00+00:00,ID4529,Machine 5 - Turning & Milling,19,0,start,i_122
Case 104,Turning & Milling - Machine 5,2012-03-20 06:41:00+00:00,ID4529,Machine 5 - Turning & Milling,19,0,complete,i_122
Case 104,Turning & Milling - Machine 5,2012-03-20 07:00:00+00:00,ID4429,Machine 5 - Turning & Milling,13,0,start,i_123
Case 104,Turning & Milling Q.C.,2012-03-20 09:54:00+00:00,ID4493,Quality Check 1,0,0,start,i_124
Case 104,Turning & Milling - Machine 5,2012-03-20 11:07:00+00:00,ID4429,Machine 5 - Turning & Milling,13,0,complete,i_123
Case 104,Turning & Milling Q.C.,2012-03-20 11:54:00+00:00,ID4493,Quality Check 1,0,0,complete,i_124
Case 104,Turning & Milling Q.C.,2012-03-21 06:55:00+00:00,ID4493,Quality Check 1,33,0,start,i_125
Case 104,Turning & Milling Q.C.,2012-03-21 07:41:00+00:00,ID4493,Quality Check 1,33,0,complete,i_125
Case 104,Laser Marking - Machine 7,2012-03-21 09:21:00+00:00,ID4718,Machine 7- Laser Marking,33,0,start,i_126
Case 104,Laser Marking - Machine 7,2012-03-21 09:49:00+00:00,ID4718,Machine 7- Laser Marking,33,0,complete,i_126
Case 105,Turning & Milling - Machine 4,2012-03-20 23:18:00+00:00,ID4167,Machine 4 - Turning & Milling,0,0,start,i_127
Case 105,Turning & Milling - Machine 4,2012-03-21 06:34:00+00:00,ID4167,Machine 4 - Turning & Milling,0,0,complete,i_127
Case 105,Turning & Milling - Machine 4,2012-03-21 07:18:00+00:00,ID4932,Machine 4 - Turning & Milling,15,0,start,i_128
Case 105,Turning & Milling - Machine 4,2012-03-21 10:31:00+00:00,ID4932,Machine 4 - Turning & Milling,15,0,complete,i_128
Case 106,Turning & Milling - Machine 8,2012-03-15 10:14:00+00:00,ID0997,Machine 8 - Turning & Milling,0,0,start,i_129
Case 106,Turning & Milling - Machine 8,2012-03-15 15:44:00+00:00,ID0997,Machine 8 - Turning & Milling,0,0,complete,i_129
Case 106,Turning & Milling - Machine 8,2012-03-15 16:55:00+00:00,ID4219,Machine 8 - Turning & Milling,39,0,start,i_130
Case 106,Turning & Milling - Machine 8,2012-03-15 20:38:00+00:00,ID4219,Machine 8 - Turning & Milling,39,0,complete,i_130
Case 106,Turning & Milling Q.C.,2012-03-19 07:00:00+00:00,ID4618,Quality Check 1,39,0,start,i_131
Case 106,Turning & Milling Q.C.,2012-03-19 07:28:00+00:00,ID4618,Quality Check 1,39,0,complete,i_131
Case 106,Laser Marking - Machine 7,2012-03-19 09:38:00+00:00,ID0998,Machine 7- Laser Marking,39,0,start,i_132
Case 106,Laser Marking - Machine 7,2012-03-19 10:51:00+00:00,ID0998,Machine 7- Laser Marking,39,0,complete,i_132
Case 106,Flat Grinding - Machine 11,2012-03-19 14:42:00+00:00,ID4882,Machine 11 - Grinding,39,0,start,i_133
Case 106,Flat Grinding - Machine 11,2012-03-19 15:20:00+00:00,ID4882,Machine 11 - Grinding,39,0,complete,i_133
Case 106,Final Inspection Q.C.,2012-03-21 15:27:00+00:00,ID4618,Quality Check 1,0,0,start,i_134
Case 106,Final Inspection Q.C.,2012-03-21 17:57:00+00:00,ID4618,Quality Check 1,0,0,complete,i_134
Case 106,Packing,2012-03-22 00:00:00+00:00,ID4820,Packing,39,0,start,i_135
Case 106,Packing,2012-03-22 01:00:00+00:00,ID4820,Packing,39,0,complete,i_135
Case 106,Final Inspection Q.C.,2012-03-22 11:50:00+00:00,ID4618,Quality Check 1,39,0,start,i_136
Case 106,Final Inspection Q.C.,2012-03-22 13:05:00+00:00,ID4618,Quality Check 1,39,0,complete,i_136
Case 107,Turning & Milling - Machine 10,2012-03-30 06:36:00+00:00,ID4132,Machine 10 - Grinding,1,0,start,i_137
Case 107,Turning & Milling - Machine 10,2012-03-30 11:47:00+00:00,ID4132,Machine 10 - Grinding,1,0,complete,i_137
Case 108,Turning & Milling - Machine 4,2012-02-27 01:18:00+00:00,ID4794,Machine 4 - Turning & Milling,1,0,start,i_138
Case 108,Turning & Milling - Machine 4,2012-02-27 06:55:00+00:00,ID4794,Machine 4 - Turning & Milling,1,0,complete,i_138
Case 108,Turning & Milling - Machine 4,2012-02-27 06:59:00+00:00,ID4529,Machine 4 - Turning & Milling,1,0,start,i_140
Case 108,Turning & Milling Q.C.,2012-02-27 07:00:00+00:00,ID4287,Quality Check 1,0,0,start,i_139
Case 108,Turning & Milling Q.C.,2012-02-27 08:40:00+00:00,ID4287,Quality Check 1,0,0,complete,i_139
Case 108,Turning & Milling - Machine 4,2012-02-27 09:13:00+00:00,ID4529,Machine 4 - Turning & Milling,13,0,start,i_141
Case 108,Turning & Milling - Machine 4,2012-02-27 09:13:00+00:00,ID4529,Machine 4 - Turning & Milling,1,0,complete,i_140
Case 108,Turning & Milling - Machine 4,2012-02-27 12:38:00+00:00,ID4529,Machine 4 - Turning & Milling,13,0,complete,i_141
Case 108,Turning & Milling Q.C.,2012-02-28 13:20:00+00:00,ID4287,Quality Check 1,14,1,start,i_142
Case 108,Turning & Milling Q.C.,2012-02-28 14:24:00+00:00,ID4287,Quality Check 1,14,1,complete,i_142
Case 108,Laser Marking - Machine 7,2012-02-28 17:52:00+00:00,ID0998,Machine 7- Laser Marking,14,0,start,i_143
Case 108,Laser Marking - Machine 7,2012-02-28 19:07:00+00:00,ID0998,Machine 7- Laser Marking,14,0,complete,i_143
Case 108,Flat Grinding - Machine 11,2012-02-29 00:00:00+00:00,ID4528,Machine 11 - Grinding,0,0,start,i_144
Case 108,Flat Grinding - Machine 11,2012-02-29 01:15:00+00:00,ID4528,Machine 11 - Grinding,0,0,complete,i_144
Case 108,Flat Grinding - Machine 11,2012-02-29 22:05:00+00:00,ID0420,Machine 11 - Grinding,14,0,start,i_145
Case 108,Flat Grinding - Machine 11,2012-02-29 23:04:00+00:00,ID0420,Machine 11 - Grinding,14,0,complete,i_145
Case 108,Lapping - Machine 1,2012-03-01 02:35:00+00:00,ID0420,Machine 1 - Lapping,0,0,start,i_146
Case 108,Lapping - Machine 1,2012-03-01 02:36:00+00:00,ID0420,Machine 1 - Lapping,14,0,start,i_147
Case 108,Lapping - Machine 1,2012-03-01 03:28:00+00:00,ID0420,Machine 1 - Lapping,14,0,complete,i_146
Case 108,Lapping - Machine 1,2012-03-01 03:50:00+00:00,ID0420,Machine 1 - Lapping,0,0,complete,i_147
Case 108,Round Grinding - Machine 3,2012-03-07 08:30:00+00:00,ID4385,Machine 3 - Round Grinding,0,0,start,i_148
Case 108,Round Grinding - Machine 3,2012-03-07 11:16:00+00:00,ID4385,Machine 3 - Round Grinding,0,0,complete,i_148
Case 108,Round Grinding - Machine 3,2012-03-07 11:18:00+00:00,ID4385,Machine 3 - Round Grinding,5,0,start,i_149
Case 108,Round Grinding - Machine 3,2012-03-07 14:10:00+00:00,ID4385,Machine 3 - Round Grinding,5,0,complete,i_149
Case 108,Round Grinding - Machine 3,2012-03-07 14:12:00+00:00,ID0420,Machine 3 - Round Grinding,4,0,start,i_150
Case 108,Round Grinding - Machine 3,2012-03-07 15:56:00+00:00,ID0420,Machine 3 - Round Grinding,4,0,complete,i_150
Case 108,Round Grinding - Machine 3,2012-03-07 15:57:00+00:00,ID4872,Machine 3 - Round Grinding,5,0,start,i_151
Case 108,Round Grinding - Machine 3,2012-03-07 19:30:00+00:00,ID4872,Machine 3 - Round Grinding,5,0,complete,i_151
Case 108,Final Inspection Q.C.,2012-03-08 11:00:00+00:00,ID4287,Quality Check 1,0,0,start,i_152
Case 108,Final Inspection Q.C.,2012-03-08 15:52:00+00:00,ID4287,Quality Check 1,0,0,complete,i_152
Case 108,Packing,2012-03-09 00:00:00+00:00,ID4820,Packing,14,0,start,i_153
Case 108,Packing,2012-03-09 01:00:00+00:00,ID4820,Packing,14,0,complete,i_153
Case 108,Final Inspection Q.C.,2012-03-09 09:00:00+00:00,ID4287,Quality Check 1,14,0,start,i_154
Case 108,Final Inspection Q.C.,2012-03-09 09:27:00+00:00,ID4287,Quality Check 1,14,0,complete,i_154
Case 109,Turning & Milling - Machine 4,2012-03-04 11:14:00+00:00,ID4932,Machine 4 - Turning & Milling,0,0,start,i_155
Case 109,Turning & Milling - Machine 4,2012-03-04 17:52:00+00:00,ID4167,Machine 4 - Turning & Milling,2,0,start,i_156
Case 109,Turning & Milling - Machine 4,2012-03-04 18:01:00+00:00,ID4932,Machine 4 - Turning & Milling,0,0,complete,i_155
Case 109,Turning & Milling - Machine 4,2012-03-04 23:53:00+00:00,ID4167,Machine 4 - Turning & Milling,2,0,complete,i_156
Case 109,Turning & Milling Q.C.,2012-03-05 00:00:00+00:00,ID4618,Quality Check 1,49,0,start,i_158
Case 109,Turning & Milling - Machine 4,2012-03-05 00:03:00+00:00,ID4529,Machine 4 - Turning & Milling,1,0,start,i_157
Case 109,Turning & Milling - Machine 4,2012-03-05 01:08:00+00:00,ID4529,Machine 4 - Turning & Milling,1,0,complete,i_157
Case 109,Turning & Milling - Machine 4,2012-03-05 01:09:00+00:00,ID4529,Machine 4 - Turning & Milling,31,0,start,i_159
Case 109,Turning & Milling Q.C.,2012-03-05 01:15:00+00:00,ID4618,Quality Check 1,49,0,complete,i_158
Case 109,Turning & Milling - Machine 4,2012-03-05 06:43:00+00:00,ID4529,Machine 4 - Turning & Milling,31,0,complete,i_159
Case 109,Turning & Milling - Machine 4,2012-03-05 06:49:00+00:00,ID4932,Machine 4 - Turning & Milling,16,0,start,i_161
Case 109,Turning & Milling Q.C.,2012-03-05 07:00:00+00:00,ID4618,Quality Check 1,0,0,start,i_160
Case 109,Turning & Milling Q.C.,2012-03-05 08:21:00+00:00,ID4618,Quality Check 1,0,0,complete,i_160
Case 109,Turning & Milling - Machine 4,2012-03-05 09:41:00+00:00,ID4932,Machine 4 - Turning & Milling,16,0,complete,i_161
Case 109,Turning & Milling Q.C.,2012-03-05 10:18:00+00:00,ID4618,Quality Check 1,0,1,start,i_162
Case 109,Turning & Milling Q.C.,2012-03-05 10:23:00+00:00,ID4618,Quality Check 1,0,1,complete,i_162
Case 109,Laser Marking - Machine 7,2012-03-15 11:05:00+00:00,ID0998,Machine 7- Laser Marking,49,0,start,i_163
Case 109,Laser Marking - Machine 7,2012-03-15 11:26:00+00:00,ID0998,Machine 7- Laser Marking,49,0,complete,i_163
Case 109,Round Grinding - Machine 2,2012-03-21 05:03:00+00:00,ID4355,Machine 2 - Round Grinding,1,0,start,i_164
Case 109,Round Grinding - Machine 2,2012-03-21 06:22:00+00:00,ID4355,Machine 2 - Round Grinding,1,0,complete,i_164
Case 109,Round Grinding - Machine 2,2012-03-21 06:23:00+00:00,ID4355,Machine 2 - Round Grinding,3,0,start,i_165
Case 109,Round Grinding - Machine 2,2012-03-21 06:49:00+00:00,ID4355,Machine 2 - Round Grinding,3,0,complete,i_165
Case 109,Round Grinding - Machine 2,2012-03-21 07:34:00+00:00,ID4385,Machine 2 - Round Grinding,45,0,start,i_166
Case 109,Round Grinding - Machine 2,2012-03-21 12:08:00+00:00,ID4385,Machine 2 - Round Grinding,45,0,complete,i_166
Case 109,Round Grinding - Machine 2,2012-03-23 00:40:00+00:00,ID4445,Machine 2 - Round Grinding,0,0,start,i_167
Case 109,Round Grinding - Machine 2,2012-03-23 01:33:00+00:00,ID4445,Machine 2 - Round Grinding,0,0,complete,i_167
Case 109,Round Grinding - Machine 2,2012-03-23 01:34:00+00:00,ID4445,Machine 2 - Round Grinding,49,0,start,i_168
Case 109,Round Grinding - Machine 2,2012-03-23 04:08:00+00:00,ID4445,Machine 2 - Round Grinding,49,0,complete,i_168
Case 109,Final Inspection Q.C.,2012-03-23 07:25:00+00:00,ID4618,Quality Check 1,45,4,start,i_169
Case 109,Final Inspection Q.C.,2012-03-23 10:50:00+00:00,ID4618,Quality Check 1,45,4,complete,i_169
Case 109,Packing,2012-03-25 00:00:00+00:00,ID4491,Packing,45,0,start,i_170
Case 109,Packing,2012-03-25 01:00:00+00:00,ID4491,Packing,45,0,complete,i_170
Case 11,Turning & Milling - Machine 10,2012-01-15 18:04:00+00:00,ID4132,Machine 10 - Grinding,0,0,start,i_171
Case 11,Turning & Milling - Machine 10,2012-01-15 23:40:00+00:00,ID4132,Machine 10 - Grinding,0,0,complete,i_171
Case 11,Turning & Milling - Machine 10,2012-01-16 06:59:00+00:00,ID4641,Machine 10 - Grinding,1,0,start,i_172
Case 11,Turning & Milling Q.C.,2012-01-16 09:00:00+00:00,ID4287,Quality Check 1,0,0,start,i_173
Case 11,Turning & Milling - Machine 10,2012-01-16 09:49:00+00:00,ID4641,Machine 10 - Grinding,1,0,complete,i_172
Case 11,Turning & Milling - Machine 10,2012-01-16 09:50:00+00:00,ID4641,Machine 10 - Grinding,17,0,start,i_174
Case 11,Turning & Milling Q.C.,2012-01-16 09:54:00+00:00,ID4287,Quality Check 1,0,0,complete,i_173
Case 11,Turning & Milling - Machine 10,2012-01-16 16:22:00+00:00,ID4641,Machine 10 - Grinding,17,0,complete,i_174
Case 11,Turning & Milling - Machine 10,2012-01-16 18:08:00+00:00,ID4132,Machine 10 - Grinding,18,0,start,i_175
Case 11,Turning & Milling - Machine 10,2012-01-16 23:38:00+00:00,ID4132,Machine 10 - Grinding,18,0,complete,i_175
Case 11,Turning & Milling - Machine 10,2012-01-16 23:39:00+00:00,ID4932,Machine 10 - Grinding,19,0,start,i_176
Case 11,Turning & Milling - Machine 10,2012-01-17 06:37:00+00:00,ID4932,Machine 10 - Grinding,19,0,complete,i_176
Case 11,Turning & Milling - Machine 10,2012-01-17 10:46:00+00:00,ID4641,Machine 10 - Grinding,7,0,start,i_177
Case 11,Turning & Milling - Machine 10,2012-01-17 12:01:00+00:00,ID4641,Machine 10 - Grinding,7,0,complete,i_177
Case 11,Turning & Milling Q.C.,2012-01-18 07:00:00+00:00,ID4287,Quality Check 1,0,0,start,i_178
Case 11,Turning & Milling - Machine 10,2012-01-18 08:35:00+00:00,ID4641,Machine 10 - Grinding,0,0,start,i_179
Case 11,Turning & Milling - Machine 10,2012-01-18 08:36:00+00:00,ID4641,Machine 10 - Grinding,0,0,start,i_180
Case 11,Turning & Milling Q.C.,2012-01-18 08:38:00+00:00,ID4287,Quality Check 1,0,0,complete,i_178
Case 11,Turning & Milling - Machine 10,2012-01-18 09:50:00+00:00,ID4641,Machine 10 - Grinding,0,0,complete,i_179
Case 11,Turning & Milling - Machine 10,2012-01-18 09:56:00+00:00,ID4641,Machine 10 - Grinding,0,0,complete,i_180
Case 11,Turning & Milling - Machine 10,2012-01-18 09:57:00+00:00,ID4641,Machine 10 - Grinding,14,0,start,i_182
Case 11,Turning & Milling Q.C.,2012-01-18 10:14:00+00:00,ID4618,Quality Check 1,60,0,start,i_181
Case 11,Turning & Milling Q.C.,2012-01-18 11:29:00+00:00,ID4618,Quality Check 1,60,0,complete,i_181
Case 11,Turning & Milling - Machine 10,2012-01-18 15:32:00+00:00,ID4641,Machine 10 - Grinding,14,0,complete,i_182
Case 11,Turning & Milling - Machine 9,2012-01-19 07:39:00+00:00,ID4641,Machine 9 - Turning & Milling,1,0,start,i_183
Case 11,Turning & Milling - Machine 9,2012-01-19 09:00:00+00:00,ID4641,Machine 9 - Turning & Milling,1,0,complete,i_183
Case 11,Turning & Milling - Machine 10,2012-01-19 09:01:00+00:00,ID4641,Machine 10 - Grinding,14,0,start,i_184
Case 11,Turning & Milling - Machine 10,2012-01-19 16:00:00+00:00,ID4641,Machine 10 - Grinding,14,0,complete,i_184
Case 11,Turning & Milling - Machine 10,2012-01-19 16:08:00+00:00,ID4132,Machine 10 - Grinding,9,0,start,i_185
Case 11,Turning & Milling - Machine 10,2012-01-19 19:21:00+00:00,ID4132,Machine 10 - Grinding,9,0,complete,i_185
Case 11,Laser Marking - Machine 7,2012-01-22 15:01:00+00:00,ID4882,Machine 7- Laser Marking,20,0,start,i_186
Case 11,Laser Marking - Machine 7,2012-01-22 15:33:00+00:00,ID4882,Machine 7- Laser Marking,20,0,complete,i_186
Case 11,Turning & Milling Q.C.,2012-01-23 09:24:00+00:00,ID4618,Quality Check 1,37,0,start,i_187
Case 11,Turning & Milling Q.C.,2012-01-23 09:25:00+00:00,ID4618,Quality Check 1,37,0,complete,i_187
Case 11,Laser Marking - Machine 7,2012-01-24 14:41:00+00:00,ID4882,Machine 7- Laser Marking,77,0,start,i_188
Case 11,Laser Marking - Machine 7,2012-01-24 16:06:00+00:00,ID4882,Machine 7- Laser Marking,77,0,complete,i_188
Case 11,Packing,2012-01-25 00:00:00+00:00,ID4820,Packing,97,0,start,i_189
Case 11,Packing,2012-01-25 01:00:00+00:00,ID4820,Packing,97,0,complete,i_189
Case 11,Final Inspection Q.C.,2012-01-25 11:11:00+00:00,ID4618,Quality Check 1,97,0,start,i_190
Case 11,Final Inspection Q.C.,2012-01-25 14:09:00+00:00,ID4618,Quality Check 1,97,0,complete,i_190
Case 11,Turning & Milling Q.C.,2012-01-25 14:10:00+00:00,ID4618,Quality Check 1,0,3,start,i_191
Case 11,Turning & Milling Q.C.,2012-01-25 14:11:00+00:00,ID4618,Quality Check 1,0,3,complete,i_191
Case 110,Turning & Milling - Machine 6,2012-03-01 03:49:00+00:00,ID4794,Machine 6 - Turning & Milling,1,0,start,i_192
Case 110,Turning & Milling - Machine 6,2012-03-01 06:35:00+00:00,ID4794,Machine 6 - Turning & Milling,1,0,complete,i_192
Case 110,Turning & Milling - Machine 6,2012-03-01 06:57:00+00:00,ID4529,Machine 6 - Turning & Milling,3,0,start,i_194
Case 110,Turning & Milling Q.C.,2012-03-01 10:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_193
Case 110,Turning & Milling Q.C.,2012-03-01 11:00:00+00:00,ID4163,Quality Check 1,0,0,complete,i_193
Case 110,Turning & Milling - Machine 6,2012-03-01 12:36:00+00:00,ID4529,Machine 6 - Turning & Milling,3,0,complete,i_194
Case 110,Turning & Milling - Machine 6,2012-03-01 12:37:00+00:00,ID4529,Machine 6 - Turning & Milling,10,0,start,i_195
Case 110,Turning & Milling - Machine 6,2012-03-01 15:46:00+00:00,ID4529,Machine 6 - Turning & Milling,10,0,complete,i_195
Case 110,Turning & Milling - Machine 6,2012-03-01 20:16:00+00:00,ID4794,Machine 6 - Turning & Milling,30,0,start,i_196
Case 110,Turning & Milling - Machine 6,2012-03-02 06:27:00+00:00,ID4794,Machine 6 - Turning & Milling,30,0,complete,i_196
Case 110,Turning & Milling - Machine 6,2012-03-02 06:45:00+00:00,ID4167,Machine 6 - Turning & Milling,14,0,start,i_197
Case 110,Turning & Milling - Machine 6,2012-03-02 12:47:00+00:00,ID4167,Machine 6 - Turning & Milling,14,0,complete,i_197
Case 110,Turning & Milling - Machine 6,2012-03-03 13:00:00+00:00,ID4529,Machine 6 - Turning & Milling,36,0,start,i_198
Case 110,Turning & Milling - Machine 6,2012-03-03 23:36:00+00:00,ID4641,Machine 6 - Turning & Milling,21,0,start,i_199
Case 110,Turning & Milling - Machine 6,2012-03-04 00:26:00+00:00,ID4529,Machine 6 - Turning & Milling,36,0,complete,i_198
Case 110,Turning & Milling - Machine 6,2012-03-04 06:46:00+00:00,ID4641,Machine 6 - Turning & Milling,21,0,complete,i_199
Case 110,Turning & Milling Q.C.,2012-03-04 07:20:00+00:00,ID4618,Quality Check 1,0,0,start,i_200
Case 110,Turning & Milling Q.C.,2012-03-04 07:51:00+00:00,ID4618,Quality Check 1,0,0,complete,i_200
Case 110,Turning & Milling Q.C.,2012-03-06 07:22:00+00:00,ID4618,Quality Check 1,119,1,start,i_201
Case 110,Turning & Milling - Machine 6,2012-03-06 07:28:00+00:00,ID4794,Machine 6 - Turning & Milling,5,0,start,i_202
Case 110,Turning & Milling Q.C.,2012-03-06 07:29:00+00:00,ID4618,Quality Check 1,119,1,complete,i_201
Case 110,Turning & Milling - Machine 6,2012-03-06 07:29:00+00:00,ID4794,Machine 6 - Turning & Milling,5,0,complete,i_202
Case 110,Turning & Milling - Machine 6,2012-03-08 01:08:00+00:00,ID4529,Machine 6 - Turning & Milling,0,0,start,i_203
Case 110,Turning & Milling - Machine 6,2012-03-08 04:17:00+00:00,ID4529,Machine 6 - Turning & Milling,0,0,complete,i_203
Case 110,Turning & Milling - Machine 6,2012-03-08 07:11:00+00:00,ID4794,Machine 6 - Turning & Milling,1,0,start,i_204
Case 110,Turning & Milling - Machine 6,2012-03-08 11:37:00+00:00,ID4794,Machine 6 - Turning & Milling,10,0,start,i_205
Case 110,Turning & Milling - Machine 6,2012-03-08 11:37:00+00:00,ID4794,Machine 6 - Turning & Milling,1,0,complete,i_204
Case 110,Turning & Milling - Machine 6,2012-03-08 15:52:00+00:00,ID4794,Machine 6 - Turning & Milling,10,0,complete,i_205
Case 110,Turning & Milling - Machine 6,2012-03-08 15:54:00+00:00,ID4167,Machine 6 - Turning & Milling,32,0,start,i_206
Case 110,Turning & Milling - Machine 6,2012-03-08 23:40:00+00:00,ID4167,Machine 6 - Turning & Milling,32,0,complete,i_206
Case 110,Turning & Milling - Machine 6,2012-03-09 01:48:00+00:00,ID4529,Machine 6 - Turning & Milling,18,0,start,i_207
Case 110,Turning & Milling Q.C.,2012-03-09 06:50:00+00:00,ID4618,Quality Check 1,0,0,start,i_208
